place_id,name,rating,type,htm,latitude,longitude,description
299,Taman wisata merapi garden Cangkringan,4.5,Wisata Air,10000,-758.728,110.442.803,taman rekreasi yang terletak di lereng gunung merapi menawarkan kolam renang dan taman bermain yang cocok untuk keluarga
300,Kalinampu Natural Park,4.2,Buatan,5000,-7.968.594,1.103.473.611,taman alam di bantul yang menawarkan pemandangan bunga eceng gondok dan suasana mirip jepang cocok untuk berfoto dan rekreasi keluarga
301,Brug Londho River Track,3.9,Agrowisata,0,-77.064.216,1.104.195.737,jalur wisata alam di ngaglik sleman yang menawarkan pengalaman menyusuri sungai dan pemandangan sawah yang asri
302,Monument obelisk 1 Century of Muhammadiyah,4.4,Museum,0,-78.131.132,1.103.221.465,monumen obelisk abad muhammadiyah adalah tugu peringatan di kampus umy bantul yang dibangun untuk mengenang tahun kontribusi muhammadiyah di bidang pendidikan sosial dan dakwah monumen berbentuk obelisk ini juga menjadi landmark edukatif dan simbol keteguhan organisasi
303,OMAH ELABU,4.3,Budaya Dan Sejarah,0,-78.499.751,1.104.795.727,restoran dengan konsep tradisional pedesaan di patuk gunung kidul menawarkan suasana sejuk dan nyaman dengan pemandangan perbukitan
304,Watu Loncat,4.5,Alam,0,-78.763.184,1.104.524.533,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
305,Watu Loncat,4.5,Alam,0,-78.763.184,1.104.524.533,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
306,Pantai Imorenggo,4.4,Pantai,0,-79.658.312,1.101.824.816,pantai dengan pasir hitam eksotis di kulon progo menawarkan keindahan alam yang masih alami dan cocok untuk bersantai
307,Sungai Oya,4.7,Wisata Air,60000,-79.539.315,1.104.246.111,sungai yang mengalir di gunung kidul menawarkan aktivitas river tubing dan pemandangan alam karst yang memukau
308,Tourism Village Pandeyan,4.6,Agrowisata,0,-7.814.481,110.386.165,desa wisata di yogyakarta yang menampilkan kekayaan budaya lokal termasuk kerajinan batik dan tembikar serta suasana pedesaan yang asri
309,Wisata Taman Kelinci Borobudur,4.8,Agrowisata,25000,-76.223.711,1.102.216.511,tempat wisata edukatif di dekat candi borobudur menawarkan interaksi dengan kelinci dan berbagai spot foto menarik
310,JOGJA TREVELING,4.9,Agrowisata,350000,-77.654.126,1.103.422.458,penyedia layanan paket wisata di yogyakarta yang menawarkan berbagai destinasi menarik dengan harga terjangkau
311,Spot Pintoe Langit Dahromo,4.6,Alam,5000,-79.121.203,1.104.365.253,spot wisata di bantul yang terkenal dengan pemandangan matahari terbenamnya dan spot foto yang instagramable
312,Mesjid  Kelompok Candi,4.6,Religi,0,-76.995.786,1.104.132.218,masjid yang berada di sleman mudah diakses dengan transportasi umum dan dekat dengan beberapa halte bus utama
313,TeknoPark Mega Andalan,4.5,Agrowisata,0,-7.803.753,1.104.830.177,kawasan industri dan edukasi di kalasan sleman yang fokus pada produksi peralatan medis serta menjadi tempat kunjungan pembelajaran teknologi manufaktur
314,Tourism Village Duchy,4.4,Agrowisata,0,-7.806.093,11.035.831,desa wisata budaya di sekitar keraton yogyakarta yang menyajikan seni kuliner dan kehidupan tradisional masyarakat jawa secara autentik
315,Sukmojoyo Hill,4.6,Alam,10000,-76.301.034,1.101.752.282,bukit di yogyakarta yang menawarkan pemandangan alam yang indah dan suasana yang tenang cocok untuk relaksasi
316,Patung Monyet Kaliurang,4.3,Buatan,10000,-75.999.674,1.104.294.736,patung ikonik di kawasan kaliurang yang menjadi salah satu daya tarik wisatawan untuk berfoto
317,KAWIDASRI,4.4,Agrowisata,0,-76.372.592,1.103.891.213,kawidasri kampoeng wisata daleman asri adalah desa wisata di lereng gunung merapi sleman yang menawarkan wisata alam dan edukatif seperti susur sungai outbound dan camping dalam suasana pedesaan yang sejuk dan asri
318,Nglangkap Beach,4.3,Pantai,10000,-81.107.366,110.479.256,pantai yang menawarkan keindahan alam dan suasana yang tenang cocok untuk bersantai dan menikmati pemandangan laut
319,Taman Wisata Candi Sojiwan,4.5,Budaya Dan Sejarah,8000,-77.604.197,1.104.955.436,kompleks candi yang menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan
320,Candi Wisnu,4.5,Budaya Dan Sejarah,75000,-7.751.692,1.104.912.105,salah satu candi di kompleks prambanan yang didedikasikan untuk dewa wisnu menampilkan arsitektur khas hindu
321,Kampung Wisata Sosromenduran,4,Agrowisata,0,-779.219,110.362.151,kampung wisata yang menawarkan pengalaman budaya lokal termasuk seni kuliner dan kerajinan tangan
322,Guide Francophone et Chauffeur de Voiture Privé de Voyage Yogyakarta Java Indonésie,5,Budaya Dan Sejarah,11500,-78.206.473,1.103.773.068,layanan pemandu wisata dan sopir pribadi berbahasa prancis yang menyediakan tur khusus di yogyakarta dan sekitarnya untuk wisatawan francophone
323,Pantai Botorubuh,4.6,Pantai,5000,-82.003.473,1.107.082.335,pantai yang menawarkan keindahan alam dan suasana yang tenang cocok untuk bersantai dan menikmati pemandangan laut
324,Candi Dawangsari,4.3,Budaya Dan Sejarah,0,-77.743.486,1.104.973.873,candi yang terletak di yogyakarta menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan
325,Ijo Temple Wooden Mosque,4.4,Religi,0,-77.847.528,1.105.128.442,pasoedjoedan al liwung atau yang dikenal dengan masjid candi ijod merupakan masjid yang didirikan tidak jauh dari candi ijo dimana kita ketahui candi ijo merupakan candi tertinggi di yogyakarta masjid ini berciri khas bangunan tradisional modern dengan sentuhan ornamen kayu jati masjid ini didesain sedemikian rupa sehingga pengunjung khusus nya yg ingin beribadah merasakan kenyaman alamiah dari masjid ini juga bisa dilihat pemandangan hamparan kota yogyakarta dan khususnya bandara adi sucipto bangunan masjid yg didesain terbuka menjadikan seolah beribadah menyatu dgn alam
326,Gua Permoni,4.3,Alam,0,-78.796.951,1.103.965.111,sebuah gua alami yang terkenal dengan keindahan stalaktit dan stalagmitnya menawarkan pengalaman jelajah alam yang menantang
327,Kampung Wisata Rejowinangun,4.3,Agrowisata,0,-78.152.776,1.103.988.359,sebuah desa wisata yang menawarkan pengalaman budaya lokal termasuk kegiatan pertanian dan kerajinan tangan tradisional
328,Tawangrejo Agro Tourism,4.4,Agrowisata,30000,-76.354.887,1.104.032.545,destinasi wisata agrowisata yang menyajikan keindahan alam serta pengalaman memetik buah langsung dari kebun
329,Bukit Gunung Kidul Pantai Indrayanti,4.7,Pantai,10000,-81.501.214,1.106.121.077,bukit dengan pemandangan spektakuler yang menghadap ke pantai indrayanti terkenal dengan pasir putih dan ombak yang tenang
330,Pemancingan Sungkono,3.6,Wisata Air,0,-79.436.745,1.102.288.385,tempat wisata pemancingan yang cocok bagi para penggemar memancing dilengkapi dengan fasilitas yang nyaman
331,Gantangan Lomba Burung New POSJAKAL,4.7,Agrowisata,0,-77.459.912,1.103.916.566,arena lomba burung berkicau yang menjadi ajang kompetisi bagi pecinta burung
332,Kids Fun - Blaster Boat,4.2,Buatan,20000,-78.285.087,1.104.400.289,tempat hiburan keluarga dengan permainan perahu berbasis air yang seru dan aman untuk anak anak
333,Kids Fun - Arung Jeram,4.4,Buatan,25000,-78.285.622,1.104.412.651,aktivitas arung jeram yang menyenangkan dan penuh tantangan cocok untuk anak anak dan keluarga
334,THR Gabusan Square,3.8,Budaya Dan Sejarah,0,-78.773.087,1.103.520.114,pusat perbelanjaan yang juga dilengkapi dengan fasilitas hiburan seperti bioskop dan area permainan anak
335,Gedung Jefferson,4.2,Budaya Dan Sejarah,0,-77.832.145,1.103.658.164,sebuah gedung ikonik yang menjadi salah satu landmark kota menawarkan fasilitas ruang acara dan pusat pertemuan
336,Taman Lampion Candi Plaosan,4.4,Budaya Dan Sejarah,5000,-77.402.939,1.105.053.448,taman indah yang dipenuhi lampion warna warni menciptakan suasana yang romantis dan cocok untuk berfoto
337,Grojogan Pucung,4.5,Wisata Air,0,-7.990.371,1.103.421.397,air terjun alami yang menawarkan kesegaran dengan suasana alam yang asri dan menenangkan
338,Gallery Amri Yahya,4.9,Religi,75000,-77.992.289,1.103.537.936,galeri seni yang memamerkan karya seni kontemporer memberikan wawasan mendalam mengenai seni lokal
339,Pantai Daud,4.4,Pantai,0,-8.157.724,1.106.246.487,pantai yang relatif sepi menawarkan keindahan alam dengan pasir hitam dan ombak yang cocok untuk bersantai
340,Pantai Parangracuk,4.5,Pantai,0,-81.316.897,1.105.447.417,pantai dengan pemandangan indah dan ombak yang besar cocok untuk kegiatan surfing dan menikmati alam
341,Pantai Sundak Timur,4.4,Pantai,0,-8.147.072,1.106.079.043,pantai yang terkenal dengan pasir putihnya yang bersih dan suasana tenang ideal untuk berlibur dan bersantai
342,Museum Batik Keraton Yogyakarta,4.9,Budaya Dan Sejarah,20000,-78.075.139,1.103.645.895,di museum batik keraton yogyakarta wisatawan akan disuguhi sekitar an motif asli keluarga kerajaan tak seperti ruangan museum lain di komplek keraton khusus di museum batik pengunjung dilarang memotret terdapat foto foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya
343,Turunan Stone Park,4.5,Agrowisata,3000,-79.730.132,1.104.351.912,taman alam berbatu dengan lanskap unik dan cocok untuk spot foto serta menikmati pemandangan alam khas pegunungan
344,Gerojogan Jurugan,4.6,Wisata Air,3000,-77.005.813,1.102.359.752,air terjun alami yang menawan dengan suasana asri cocok untuk relaksasi dan menikmati segarnya air pegunungan
345,Grenjeng Water Park,4.3,Wisata Air,0,-76.563.532,1.103.857.548,taman bermain air keluarga dengan berbagai wahana seru yang cocok untuk anak anak dan dewasa
346,Museum Padepokan Sumber Karahajon,4.3,Budaya Dan Sejarah,0,-7.859.559,110.409.273,museum yang menyajikan nilai budaya spiritual dan sejarah lokal yang sarat filosofi jawa
347,Puncak Kuda Sembrani-Desa Wisata Banjarasri,4.4,Alam,12000,-76.920.487,1.102.131.553,puncak bukit dengan panorama hijau dan patung kuda legendaris spot favorit untuk bersantai dan berfoto
348,WATER PARK DESA SUDIMORO,3.7,Wisata Air,40000,-76.132.549,1.103.519.173,wahana air desa yang menyenangkan dengan kolam renang dan permainan air untuk keluarga
349,Kids Fun Mirota Pasaraya,4.4,Buatan,70000,-77.529.211,1.103.846.346,tempat hiburan anak dalam pusat perbelanjaan menyediakan wahana edukatif dan permainan seru
350,Museum Romo Mangun,4.1,Budaya Dan Sejarah,0,-77.841.172,1.103.709.179,museum yang mengenang karya dan pemikiran romo mangun arsitek dan tokoh pendidikan indonesia
351,TemenNyantai TransWisata,4.6,Agrowisata,5000,-77.689.452,1.104.261.352,layanan wisata santai dengan berbagai paket menarik cocok untuk liburan fleksibel di jogja
352,Goa Pego,4.2,Alam,5000,-79.990.794,1.103.705.074,gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis
353,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,4.7,Museum,0,-77.839.154,1.103.932.776,museum yang menampilkan kontribusi perempuan indonesia dalam sejarah perjuangan bangsa
354,GRINATA ADVENTURE 1,4.9,Agrowisata,350000,-75.902.269,1.104.423.564,wisata petualangan alam dengan kegiatan seperti off road camping dan outbound di alam terbuka
355,Teras Merapi,4.9,Alam,10000,-75.876.903,1.104.558.767,destinasi dengan pemandangan langsung ke gunung merapi ideal untuk bersantai dan menikmati kopi
356,Kori Agung Masjid Gedhe Mataram Kotagede,4.7,Religi,0,-78.294.965,1.103.985.073,gerbang agung penuh nilai sejarah yang menjadi pintu masuk kompleks masjid mataram di kotagede
357,Museum Sidik Martowidjojo,4,Museum,0,-78.084.446,1.103.629.506,museum seni dan pribadi yang menampilkan karya serta sejarah hidup pelukis sidik martowidjojo
358,Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,5,Agrowisata,5000,-7.797.444,1.103.653.174,tur malam menjelajahi sejarah dan kuliner jogja dengan pengalaman jalan kaki yang unik
359,Borobudur Prambanan Tour,5,Agrowisata,300000,-78.208.261,1.103.769.404,paket wisata menjelajahi dua candi ikonik indonesia dengan panduan berpengalaman
360,Ekowisata Nologaten,5,Agrowisata,0,-77.748.937,1.103.988.399,wisata edukatif berbasis alam dan pelestarian lingkungan dengan suasana pedesaan yang asri
361,Kampung Pitu,4.1,Minat Khusus,15000,-7.820.850.095,1.105.502.363,desa di kawasan pegunungan dengan kepala keluarga menyuguhkan kehidupan sederhana dan budaya khas lokal
362,Kids Waterpark & Replika Taman Satwa,4.4,Wisata Air,20000,-76.210.027,1.104.224.484,taman bermain air anak lengkap dengan mini zoo edukatif yang menyenangkan
363,Puncak watu wayang,4.8,Alam,5000,-78.401.664,1.105.496.579,bukit batu dengan formasi mirip wayang menawarkan spot sunrise dan keindahan alam dari ketinggian
364,Wisata Pangol Hill,4.7,Alam,15000,-78.353.888,1.104.590.277,bukit wisata dengan pemandangan hijau dan udara segar cocok untuk healing dan camping ringan
365,Candi Kelir,4.7,Budaya Dan Sejarah,30000,-77.520.476,1.104.918.414,situs candi kecil yang menyimpan sejarah masa lalu dan menjadi objek wisata sejarah yang menarik
366,"Desa Wisata ""Bedog Ilir""",5,Wisata Air,0,-77.795.584,1.103.281.743,desa wisata yang menggabungkan nuansa pedesaan pertanian dan aktivitas budaya lokal
367,Goa Branjang,4.1,Alam,5000,-80.251.346,1.103.483.546,gua alami yang eksotis dengan suasana hening cocok untuk penjelajahan alam dan fotografi
368,LAVA TOUR MERAPI PM ADVENTURE,5,Agrowisata,300000,-76.133.163,1.104.264.733,wisata jeep menyusuri bekas erupsi merapi seru dan penuh wawasan geologis
369,Museum Monumen Kowani,4.3,Budaya Dan Sejarah,50000,-77.823.912,1.104.023.938,monumen yang menjadi simbol perjuangan wanita indonesia dilengkapi museum yang informatif
370,Bangunan Jembatan Merah,4.6,Buatan,0,-77.633.465,1.103.942.161,jembatan bersejarah dengan arsitektur klasik yang menjadi saksi bisu perjalanan kota
371,Candi Gebang,4.8,Budaya Dan Sejarah,5000,-7.751.691,1.104.163.246,candi hindu kuno dengan ukuran kecil namun memiliki nilai sejarah tinggi di tengah lingkungan tenang
372,Desa Wisata Kembang Wonderful,5,Wisata Air,0,-76.349.344,1.103.837.672,desa wisata dengan keindahan alam dan kegiatan budaya cocok untuk liburan edukatif
373,Mates Landscape,4.8,Agrowisata,0,-78.354.971,110.278.055,lanskap taman alami yang menawarkan spot foto instagenik dengan latar alam pegunungan dan persawahan
374,Pantai Ngondo,4.8,Pantai,0,-81.802.873,1.106.759.738,pantai tersembunyi dengan pasir putih dan air jernih cocok untuk menikmati ketenangan alam
375,Situs Candi Banjaran,4.5,Budaya Dan Sejarah,25000,-77.215.546,1.105.259.585,reruntuhan candi kecil yang menyimpan cerita sejarah dan spiritual masa lalu
376,Tugu Ireng (Dusun Putat),4.8,Agrowisata,20000,-79.581.348,1.105.170.714,tugu unik berwarna hitam yang menjadi penanda sejarah lokal dan spot menarik untuk dikunjungi
377,Kauman Pakualaman Yogyakarta,5,Kuliner,0,-78.010.347,1.103.751.922,kawasan bersejarah dengan nilai budaya tinggi dan arsitektur klasik kerajaan
378,Merapi Park Wahana Air,4.1,Wisata Air,20000,-76.210.688,110.422.686,wahana air dengan latar belakang merapi yang memukau menyajikan pengalaman bermain air dan wisata alam
379,Puncak Kobango Bike Park,4.9,Alam,0,-78.976.603,110.407.079,tempat ideal bagi pecinta sepeda gunung dengan jalur menantang dan pemandangan indah
380,TripJogja - Fotografer - Videografer - Edit Foto - Paket Wisata,5,Agrowisata,5000,-7.776.267,1.103.527.029,layanan wisata lengkap dengan dokumentasi profesional untuk perjalanan di jogja
381,Kori Barat Masjid Gedhe Mataram Kotagede,4.3,Religi,0,-78.290.325,1.103.983.065,pintu masuk bagian barat dari kompleks masjid bersejarah dengan gaya arsitektur klasik mataram
382,Tugu Mintoragan,4.7,Buatan,0,-78.374.755,1.104.236.451,monumen penghargaan dengan nilai sejarah lokal menjadi bagian dari warisan budaya yogyakarta
383,Candi ASU Klaten,4.2,Budaya Dan Sejarah,3000,-77.423.022,1.105.155.871,letaknya di dk bener ds bugisan kec prambanan klaten candi asu yang terletak di luar komplek taman wisata prambanan kurang lebih berjarak km dari komplek taman wisata prambanan dan berada di dekat perumahan penduduk bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar
384,Candi Plaosan Lor,4.2,Budaya Dan Sejarah,3000,-77.403.775,1.105.047.736,kompleks candi buddha yang megah dengan arsitektur kembar dikenal karena relief halus dan suasana tenang yang cocok untuk wisata sejarah dan fotografi
385,"Kali ""Bladeran""",4,Wisata Air,0,-76.942.818,1.102.359.799,sungai dengan aliran jernih dan lingkungan asri cocok untuk kegiatan seperti bermain air dan piknik keluarga
386,MUSEUM GARUDA,4.8,Budaya Dan Sejarah,0,-78.480.274,1.103.526.747,museum yang menampilkan koleksi beragam tentang garuda lambang negara indonesia serta artefak budaya lainnya
387,Museum Muhamadiyah,4,Budaya Dan Sejarah,30000,-78.342.532,1.103.837.813,menampilkan sejarah dan kontribusi organisasi muhammadiyah dalam bidang pendidikan sosial dan keagamaan di indonesia
388,Musium Waterpark Wonoboyo,4.6,Budaya Dan Sejarah,2500,-7.730.046,110.536.511,kombinasi antara museum dan taman air menawarkan edukasi sejarah serta wahana permainan air untuk anak anak
389,Padepokan suroloyo,5,Kuliner,2000,-79.497.203,1.105.415.388,tempat spiritual di perbukitan menoreh dengan pemandangan alam yang indah sering dikunjungi untuk meditasi dan menikmati matahari terbit
390,Pantai dluwok,3.8,Pantai,5000,-81.205.585,1.105.076.863,pantai yang masih alami dengan pasir putih dan ombak tenang ideal untuk bersantai dan menikmati keindahan laut
391,Pendopo Pilahan,4.6,Kuliner,20000,-78.150.311,1.104.005.391,bangunan tradisional jawa yang digunakan untuk berbagai acara budaya dan komunitas
392,Borobudur Tour From Semarang Port,5,Agrowisata,1380000,-7.809.607,110.372.001,paket wisata yang menawarkan perjalanan dari pelabuhan semarang ke candi borobudur termasuk transportasi dan pemandu
393,Bukit white stone,5,Alam,15000,-79.061.342,1.104.563.002,bukit dengan formasi batu kapur putih yang unik menawarkan pemandangan spektakuler dan spot foto menarik
394,Candi Card,5,Budaya Dan Sejarah,25000,-7.702.717,1.104.110.383,spot wisata edukatif dan spiritual yang menghadirkan suasana sejarah peradaban jawa kuno cocok untuk pecinta arkeologi dan budaya
395,Desa Wisata Trumpon,4.5,Agrowisata,0,-76.246.794,1.103.601.189,desa yang menawarkan pengalaman budaya dan kehidupan pedesaan termasuk kerajinan lokal dan kuliner tradisional
396,Graceland 66,5,Budaya Dan Sejarah,20000,-77.763.136,1.104.071.704,tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak anak
397,Kids Fun Ferrari,3.8,Buatan,750000,-78.289.621,1.104.403.391,wahana permainan bertema mobil ferrari yang memberikan pengalaman berkendara mini untuk anak anak
398,Kids Fun Jurrasic Park,3.5,Buatan,105000,-78.288.707,1.104.408.115,taman bermain dengan tema dinosaurus menghadirkan replika dan wahana edukatif tentang kehidupan prasejarah
399,Lapangan Reklamasi Ngentak,5,Agrowisata,0,-77.129.217,1.103.384.292,tempat ibadah yang disediakan bagi pengunjung kawasan candi prambanan menjaga kenyamanan beribadah
400,Mushola Kawasan Wisata Candi Prambanan,3.3,Religi,0,-77.498.116,1.104.943.356,area terbuka yang digunakan untuk kegiatan olahraga dan rekreasi masyarakat setempat
401,Sepeda Mabur Sindu Kusuma Edupark,4.3,Buatan,10000,-77.660.586,1.103.554.968,wahana sepeda terbang yang memberikan sensasi melayang di udara cocok untuk anak anak dan keluarga
402,Stonehange,4.3,Buatan,10000,-76.021.664,1.104.477.547,replika formasi batu stonehenge yang ikonik menjadi spot foto populer dengan latar belakang alam yang indah
403,Watu Masjid,4.3,Religi,0,-79.553.099,1.104.275.744,formasi batu alam yang menyerupai masjid menawarkan keunikan geologi dan pemandangan alam sekitar
404,Bangsal Kencana,4.3,Budaya Dan Sejarah,15000,-78.077.158,1.103.638.489,bangunan megah di keraton yogyakarta yang digunakan untuk upacara resmi menampilkan arsitektur jawa klasik dan ornamen bersejarah
405,Candi Sumberwatu,3.3,Budaya Dan Sejarah,0,-77.684.278,1.104.965.595,situs candi kecil yang menawarkan panorama alam sekitar cocok untuk wisata sejarah dan menikmati suasana tenang
406,Kotagede Heritage Trail,5,Budaya Dan Sejarah,0,-78.263.088,110.398.512,jalur wisata yang mengajak pengunjung menyusuri peninggalan sejarah kotagede termasuk makam raja rumah tradisional dan industri perak
407,Museum Temporer Sonobudoyo,5,Budaya Dan Sejarah,10000,-78.019.387,1.103.644.618,museum yang menampilkan pameran sementara tentang budaya dan sejarah jawa melengkapi koleksi utama museum sonobudoyo
408,Mushola Candi Banyunibo,4.7,Religi,0,-7.778.495,1.104.946.377,fasilitas ibadah yang terletak dekat dengan candi banyunibo memudahkan pengunjung untuk beribadah
409,New Destination Wisata Desa Terong,4,Agrowisata,5000,-78.761.445,1.104.582.338,destinasi wisata baru yang menawarkan keindahan alam dan budaya lokal di desa terong
410,Obyek Wisata BKK kendal sari,4.7,Wisata Air,65000,-76.290.107,1.104.908.773,tempat wisata yang menawarkan keindahan alam dan fasilitas rekreasi untuk keluarga
411,Pantai Daerah Yogyakarta,3.3,Pantai,20000,-78.753.849,1.104.262.088,deretan pantai indah seperti parangtritis indrayanti dan glagah menawarkan pasir putih sunset romantis serta aktivitas surfing dan kulineran
412,Patung Kuda GMJR,5,Buatan,0,-78.552.045,1.103.140.355,patung kuda yang menjadi landmark dan simbol semangat masyarakat setempat
413,Permandian Alami Dan Supernatural,4,Wisata Air,5000,-77.046.102,1.103.526.466,tempat pemandian yang dipercaya memiliki khasiat alami dan nilai spiritual oleh masyarakat sekitar
414,Raharjo Tour,5,Agrowisata,5000,-78.266.281,1.104.077.844,layanan tur yang menawarkan paket perjalanan wisata di yogyakarta dan sekitarnya
415,TAMAN GROUNDSILL BENDUNG TEGAL,5,Buatan,10000,-79.341.898,1.103.653.539,taman yang terletak di sekitar bendungan menyediakan area rekreasi dan edukasi tentang pengelolaan air
416,Vegetalika Faperta UGM,4.3,Pendidikan,0,-77.678.488,1.103.818.991,kebun edukatif milik fakultas pertanian ugm yang digunakan untuk pembelajaran dan wisata agro
417,Watu Dandang,3.7,Agrowisata,0,-78.919.557,1.104.068.584,batu besar dengan bentuk unik yang menjadi daya tarik bagi pecinta alam dan fotografi
418,Wisata Batu Titanic,4.7,Wisata Air,5000,-79.459.282,1.104.146.063,formasi batu yang menyerupai kapal titanic memberikan pengalaman unik dan spot foto menarik
419,WISATA CANDI SARI,4.7,Budaya Dan Sejarah,5000,-77.615.828,1.104.740.437,candi buddha dari abad ke dengan arsitektur elegan cocok untuk wisata budaya dan fotografi sejarah
420,Wisata Jaga Bendung,5,Wisata Air,0,-79.087.427,1.103.797.906,wisata air dengan suasana alami di sekitar bendungan ideal untuk piknik keluarga atau sekadar bersantai
421,Aisha tour planner & transport service,5,Agrowisata,5000,-77.972.273,1.103.905.519,layanan perencanaan tour dan transportasi privat di yogyakarta menyediakan paket city tour antar jemput bandara hingga trip luar kota
422,Candi Pembakaran,5,Budaya Dan Sejarah,40000,-77.690.965,1.104.885.363,situs arkeologi yang diyakini sebagai tempat kremasi atau pembakaran jenazah pada masa lalu memberikan wawasan tentang ritual kuno
423,Embung Bangeran,5,Wisata Air,10000,-77.923.528,1.103.962.255,waduk kecil yang digunakan untuk irigasi dan rekreasi dikelilingi oleh pemandangan alam yang asri
424,Gazebo Bukit Watu Pengklik Sriharjo,4.5,Alam,0,-79.458.817,1.104.274.973,tempat istirahat di atas bukit dengan pemandangan alam yang memukau cocok untuk menikmati matahari terbenam
425,Graha Candi,5,Budaya Dan Sejarah,50000,-78.265.832,11.047.927,bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan mencerminkan kekayaan budaya lokal
426,Jati Meranggas,4.5,Alam,7500,-78.588.559,1.104.438.313,pohon jati tua yang menjadi simbol kekuatan dan ketahanan sering dikunjungi untuk wisata alam dan edukasi
427,Jatirejo Village Tour : Local Life Discovery,5,Agrowisata,5000,-77.343.679,1.103.717.056,tur desa yang menawarkan pengalaman langsung kehidupan masyarakat lokal termasuk kegiatan pertanian dan kerajinan
428,JOLLY ROGER TATTOO,5,Seni,0,-7.780.561,110.392.352,studio tato yang menawarkan layanan seni tato dengan berbagai desain dan gaya
429,Jurang Tembelan Kreen,4,Alam,0,-7.940.161,1.104.299.338,tebing dengan pemandangan alam yang spektakuler menjadi spot favorit untuk fotografi dan menikmati alam
430,Lawang Ijo,4,Agrowisata,10000,-78.279.009,1.103.966.895,gerbang hijau yang menjadi ikon dan pintu masuk ke kawasan wisata tertentu menambah daya tarik visual
431,Monumen Deles Indah,5,Budaya Dan Sejarah,9500,-7.572.719,110.467.008,monumen yang terletak di kawasan deles menawarkan pemandangan alam dan sejarah lokal
432,Monumen Serang Umum 1 Maret,5,Budaya Dan Sejarah,3000,-78.096.391,1.103.551.478,monumen yang memperingati peristiwa serangan umum maret penting dalam sejarah perjuangan kemerdekaan indonesia
433,Museum Pendidikan dan Mainan Kolong Tangga,5,Museum,15000,-78.001.114,1.103.679.986,museum yang menampilkan koleksi mainan dan alat pendidikan dari berbagai era memberikan nostalgia dan edukasi
434,Nggunungan,2.5,Alam,30000,-78.679.853,1.104.514.578,kawasan perbukitan yang menawarkan pemandangan alam dan udara segar cocok untuk hiking dan rekreasi
435,"Pancuran ""Tirip Kulon""",4.5,Wisata Air,0,-76.920.244,1.102.337.952,sumber air alami yang digunakan untuk mandi dan dipercaya memiliki khasiat kesehatan
436,Sasana Tirta Kembaran,5,Agrowisata,10000,-7.830.802,1.103.349.744,tempat pemandian tradisional yang digunakan untuk relaksasi dan kegiatan sosial masyarakat
437,Sokkel klok voor Eeuw Nederlandsch-Indische,5,Budaya Dan Sejarah,0,-77.995.673,1.103.649.177,jam lonceng yang menjadi peninggalan sejarah kolonial menandai waktu dan peristiwa penting
